ปี,เดือน,จังหวัด,อำเภอ,อปท.,ขยะมูลฝอยชุมชน(ตัน)
2564,มกราคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,616.27
2564,กุมภาพันธ์,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,127.99
2564,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,103.36
2564,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,145.62
2564,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,240.16
2564,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,586.05
2564,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,132.7
2564,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,183.57
2564,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,210.0
2564,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,2012.47
2564,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,388.29
2564,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,212.92
2564,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,589.97
2564,กุมภาพันธ์,นนทบุรี,บางกรวย,อบต.บางขนุน,407.54
2564,กุมภาพันธ์,นนทบุรี,บางกรวย,อบต.บางขุนกอง,824.09
2564,กุมภาพันธ์,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,212.92
2564,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1394.25
2564,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1742.08
2564,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1581.47
2564,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1187.73
2564,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1618.05
2564,กุมภาพันธ์,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,161.72
2564,กุมภาพันธ์,นนทบุรี,บางบัวทอง,อบต.ละหาร,4655.62
2564,กุมภาพันธ์,นนทบุรี,บางบัวทอง,อบต.ลำโพ,615.16
2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,690.74
2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,222.99
2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,585.0
2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,360.0
2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,368.9
2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,1210.96
2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,อบต.บางใหญ่,318.07
2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,209.21
2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,10744.42
2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,383.24
2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,93.0
2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,350.18
2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,191.49
2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,511.82
2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,345.51
2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,239.92
2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,15032.45
2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,958.26
2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,799.38
2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1092.99
2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,380.17
2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,617.65
2564,มีนาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,160.0
2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,135.92
2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,153.23
2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,240.16
2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,636.19
2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,161.54
2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,643.85
2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,260.0
2564,มีนาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1632.0
2564,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,456.88
2564,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1704.22
2564,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,518.0
2564,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,391.11
2564,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,1000.0
2564,มีนาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,256.23
2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,784.3
2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2017.47
2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1707.82
2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1049.21
2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1995.12
2564,มีนาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,202.11
2564,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,5533.04
2564,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,630.72
2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,860.79
2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,246.84
2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,800.0
2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,459.64
2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,908.3
2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2243.06
2564,มีนาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,362.0
2564,มีนาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,204.42
2564,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,10766.65
2564,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,517.05
2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,90.0
2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,437.8
2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,254.22
2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,665.18
2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,437.26
2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,292.52
2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,15074.46
2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,1033.64
2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,943.49
2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1298.05
2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,479.5
2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,795.01
2564,เมษายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,156.17
2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,126.37
2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,170.3
2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,240.16
2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,774.77
2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,152.99
2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,499.7
2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,245.0
2564,เมษายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1537.73
2564,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,443.11
2564,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1738.4
2564,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,579.84
2564,เมษายน,นนทบุรี,บางกรวย,อบต.บางขนุน,378.49
2564,เมษายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,1000.0
2564,เมษายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,250.7
2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1104.07
2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1870.19
2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1640.93
2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1049.21
2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1622.14
2564,เมษายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,194.46
2564,เมษายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,5284.5
2564,เมษายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,602.05
2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,782.36
2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,239.3
2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,730.0
2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,441.25
2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,923.84
2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2164.68
2564,เมษายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,360.0
2564,เมษายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,232.77
2564,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,10767.95
2564,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,468.42
2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,90.0
2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,428.17
2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,216.93
2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,687.54
2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,390.08
2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,277.83
2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,14557.77
2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,925.89
2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,930.44
2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1247.52
2564,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,474.76
2564,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,653.93
2564,พฤษภาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,160.0
2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,120.71
2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,158.26
2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,240.16
2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,721.01
2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,155.81
2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,532.12
2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,230.0
2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1550.0
2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,441.63
2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1704.22
2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,618.46
2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,394.12
2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,1000.0
2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,259.01
2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1039.32
2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1921.54
2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1645.08
2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1243.25
2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1540.57
2564,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,204.82
2564,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,5209.22
2564,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,649.91
2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,903.03
2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,248.21
2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,700.0
2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,434.45
2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,689.61
2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2104.61
2564,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,318.07
2564,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,221.7
2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,10767.78
2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,416.72
2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,91.0
2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,417.11
2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,213.54
2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,623.12
2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,327.65
2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,259.08
2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,14673.58
2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,910.84
2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,918.45
2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1256.89
2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,468.64
2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,876.19
2564,มิถุนายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,151.06
2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,118.23
2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,145.59
2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,240.16
2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,667.42
2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,150.27
2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,414.26
2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,210.0
2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1537.73
2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,421.63
2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1681.66
2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,620.0
2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขนุน,381.23
2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,1000.0
2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,239.88
2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1019.5
2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1817.02
2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1564.31
2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1191.89
2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1605.79
2564,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,180.97
2564,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,4919.77
2564,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,555.98
2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,836.37
2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,240.4
2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,650.0
2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,427.67
2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,676.84
2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2115.55
2564,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,318.07
2564,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,231.19
2564,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,10777.59
2564,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,398.26
2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,90.0
2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,409.01
2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,195.47
2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,621.22
2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,345.9
2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,259.11
2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,13837.98
2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,828.38
2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,844.55
2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1199.6
2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,451.18
2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,877.2
2564,กรกฎาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,151.06
2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,121.97
2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,166.32
2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,242.89
2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,727.33
2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,135.35
2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,397.62
2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,250.0
2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1537.73
2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,439.24
2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1681.66
2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,650.0
2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,367.96
2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,1000.0
2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,255.1
2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,984.48
2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1781.81
2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1603.78
2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1228.68
2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1478.55
2564,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,204.85
2564,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,4816.55
2564,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,582.98
2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,865.42
2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,248.65
2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,660.0
2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,426.0
2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,707.25
2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2113.3
2564,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,318.07
2564,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,244.71
2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,10800.1
2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,394.3
2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,159.79
2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,410.56
2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,190.81
2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,680.94
2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,341.69
2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,252.7
2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,14222.86
2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,861.04
2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,969.14
2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1252.77
2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,462.78
2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,876.19
2564,สิงหาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,151.06
2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,128.64
2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,171.36
2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,232.13
2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,760.41
2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,160.0
2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,474.29
2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,250.0
2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1463.71
2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,452.15
2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1682.66
2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,650.0
2564,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,367.12
2564,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,1000.0
2564,สิงหาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,251.6
2564,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1394.25
2564,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1911.63
