ปี,เดือน,จังหวัด,อำเภอ,อปท.,ขยะมูลฝอยชุมชน(ตัน)
2565,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1625.25
2565,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1215.83
2565,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1202.0
2565,มีนาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,167.11
2565,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,1042.66
2565,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,577.39
2565,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,866.65
2565,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,251.15
2565,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,716.0
2565,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,541.94
2565,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,558.25
2565,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2354.87
2565,มีนาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,373.81
2565,มีนาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,245.35
2565,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,11131.16
2565,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,426.59
2565,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,163.22
2565,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,439.48
2565,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,281.43
2565,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,528.11
2565,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,96.95
2565,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,295.84
2565,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,14529.97
2565,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,777.74
2565,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,833.46
2565,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1194.69
2565,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,456.26
2565,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,663.59
2565,เมษายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,77.57
2565,เมษายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,96.01
2565,เมษายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,147.43
2565,เมษายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,242.89
2565,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,696.41
2565,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,132.26
2565,เมษายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,183.63
2565,เมษายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,350.0
2565,เมษายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1539.22
2565,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,378.68
2565,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1797.11
2565,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,665.15
2565,เมษายน,นนทบุรี,บางกรวย,อบต.บางขนุน,774.62
2565,เมษายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,344.37
2565,เมษายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,242.74
2565,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1394.25
2565,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1982.73
2565,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1406.43
2565,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1195.6
2565,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1464.0
2565,เมษายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,158.42
2565,เมษายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,946.43
2565,เมษายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,414.23
2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,1202.85
2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,190.18
2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,600.0
2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,453.03
2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,540.24
2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2261.51
2565,เมษายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,405.48
2565,เมษายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,216.85
2565,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,10763.42
2565,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,373.14
2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,157.96
2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,399.83
2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,147.03
2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,617.27
2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,107.37
2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,258.02
2565,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,14032.34
2565,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,742.92
2565,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,806.58
2565,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1148.37
2565,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,412.07
2565,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,643.79
2565,พฤษภาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,80.16
2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,109.75
2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,167.11
2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,196.73
2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,705.91
2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,201.29
2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,310.86
2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,240.15
2565,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1590.53
2565,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,439.31
2565,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1858.09
2565,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,669.87
2565,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,827.72
2565,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,355.85
2565,พฤษภาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,257.94
2565,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1440.72
2565,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2035.52
2565,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1518.29
2565,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1195.6
2565,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1878.65
2565,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,183.49
2565,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,1032.38
2565,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,428.04
2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,1599.58
2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,197.53
2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,660.0
2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,515.67
2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,558.25
2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2463.45
2565,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,419.0
2565,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,258.36
2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,11112.53
2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,421.18
2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,163.22
2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,446.73
2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,299.76
2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,633.9
2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,176.91
2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,294.75
2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,14478.35
2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,864.49
2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,833.46
2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1194.03
2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,476.3
2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,686.54
2565,มิถุนายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,77.57
2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,104.71
2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,156.56
2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,190.47
2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,656.89
2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,147.98
2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,214.17
2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,350.0
2565,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1539.22
2565,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,425.05
2565,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1798.85
2565,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,648.26
2565,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขนุน,799.19
2565,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,344.37
2565,มิถุนายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,269.02
2565,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1394.25
2565,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1990.23
2565,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1584.83
2565,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1113.16
2565,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1530.7
2565,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,177.57
2565,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,1047.29
2565,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,414.23
2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,1547.98
2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,191.59
2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,620.0
2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,491.79
2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,540.24
2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2383.58
2565,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,405.48
2565,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,257.01
2565,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,10772.26
2565,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,395.63
2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,190.0
2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,428.9
2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,256.97
2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,505.3
2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,115.16
2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,277.66
2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,14175.0
2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,801.11
2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,806.58
2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1149.99
2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,433.99
2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,654.17
2565,กรกฎาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,80.16
2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,102.39
2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,154.18
2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,183.74
2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,678.79
2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,127.49
2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,201.86
2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,300.0
2565,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1590.53
2565,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,391.46
2565,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1859.7
2565,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,551.54
2565,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,245.96
2565,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,355.85
2565,กรกฎาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,255.8
2565,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1440.72
2565,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1808.99
2565,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1377.02
2565,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1080.73
2565,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1878.65
2565,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,183.49
2565,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,1057.62
2565,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,562.7
2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,1599.58
2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,198.16
2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,550.0
2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,457.44
2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,558.25
2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2372.51
2565,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,419.0
2565,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,239.52
2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,11135.62
2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,393.45
2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,190.0
2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,416.84
2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,251.97
2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,491.3
2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,110.59
2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,274.04
2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,14466.46
2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,785.56
2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,833.46
2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1129.12
2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,419.73
2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,675.97
2565,สิงหาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,80.16
2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,116.61
2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,165.0
2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,281.32
2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,678.79
2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,201.29
2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,216.85
2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,320.0
2565,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1590.53
2565,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,642.91
2565,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1860.49
2565,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,581.54
2565,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,211.85
2565,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,355.85
2565,สิงหาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,249.18
2565,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1440.72
2565,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,1808.99
2565,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1625.25
2565,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1118.86
2565,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1878.65
2565,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,183.49
2565,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,1127.26
2565,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,428.04
2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,1599.58
2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,198.45
2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,620.0
2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,508.74
2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,558.25
2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2438.56
2565,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,419.0
2565,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,254.5
2565,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,11132.74
2565,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,400.18
2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,190.42
2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,458.59
2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,283.09
2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,539.54
2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,121.88
2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,293.66
2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,10392.36
2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,854.74
2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,833.46
2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1168.8
2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,449.35
2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,675.97
2565,กันยายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,167.29
2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,116.61
2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,164.69
2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,195.31
2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,686.75
2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,150.74
2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,220.21
2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,310.0
2565,กันยายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,1539.22
2565,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,522.84
2565,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,581.54
2565,กันยายน,นนทบุรี,บางกรวย,อบต.บางขนุน,211.85
2565,กันยายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,349.51
2565,กันยายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,286.23
2565,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1394.25
2565,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2059.64
2565,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,1463.48
2565,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,1054.09
2565,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,1650.0
2565,กันยายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,157.69
2565,กันยายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,1111.93
2565,กันยายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,574.54
2565,กันยายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,1547.98
2565,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,192.72
2565,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,580.0
2565,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,493.21
2565,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2393.03
2565,กันยายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,405.48
2565,กันยายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,244.49
2565,กันยายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,10768.35
2565,กันยายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,387.4
2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,182.42
2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,452.81
2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,261.75
2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,505.67
2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,114.45
2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,283.46
2565,กันยายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,9925.72
2565,กันยายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,751050.0
