,ปี,เดือน,จังหวัด,อำเภอ,อปท,ขยะอินทรีย์ลงถัง(ตัน)
1079,2566,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,412.266
1080,2566,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,14.0
1081,2566,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1082,2566,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1083,2566,มีนาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,3.5
1084,2566,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,6.4
1085,2566,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,646.722
1086,2566,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1087,2566,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1088,2566,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,150.0
1089,2566,มีนาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1090,2566,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0
1091,2566,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1092,2566,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,2.0
1093,2566,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,3.895
1094,2566,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.12
1095,2566,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,1.57
1096,2566,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,25.635
1097,2566,มีนาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0
1098,2566,มีนาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,2.0
1099,2566,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,1.2
1100,2566,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.058
1101,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,8.535
1102,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1103,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1104,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,15.0
1105,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,2.0
1106,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1107,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.327
1108,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1109,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,93.05
1110,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,678.232
1111,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0
1112,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1113,2566,เมษายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1114,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.0
1115,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1116,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1117,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1118,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,10.0
1119,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,7.0
1120,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,20.0
1121,2566,เมษายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,60.0
1122,2566,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.7
1123,2566,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,301.006
1124,2566,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,19.0
1125,2566,เมษายน,นนทบุรี,บางกรวย,อบต.บางขนุน,1.272
1126,2566,เมษายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1127,2566,เมษายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,10.943
1128,2566,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,215.63
1129,2566,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,431.148
1130,2566,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1131,2566,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1132,2566,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,60.0
1133,2566,เมษายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1134,2566,เมษายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0
1135,2566,เมษายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1136,2566,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.0
1137,2566,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,124.555
1138,2566,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,1.03
1139,2566,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,2.48
1140,2566,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,12659.0
1141,2566,เมษายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,2.0
1142,2566,เมษายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,9.0
1143,2566,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,700.0
1144,2566,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.089
1145,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,3.0
1146,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,3.0
1147,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,2.0
1148,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,31.167
1149,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.0
1150,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1151,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.217
1152,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1153,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,28.03
1154,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,361.33
1155,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,3.056
1156,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1157,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1158,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,15.546
1159,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1160,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1161,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1162,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,34.37
1163,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,32.684
1164,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
1165,2566,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,20.0
1166,2566,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,219.213
1167,2566,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,354.798
1168,2566,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,16.0
1169,2566,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1170,2566,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1171,2566,พฤษภาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,3.5
1172,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,5.8
1173,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,658.179
1174,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1175,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1176,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,80.0
1177,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1178,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0
1179,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1180,2566,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.49
1181,2566,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,3.22
1182,2566,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.11
1183,2566,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,1.57
1184,2566,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,39.125
1185,2566,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,1.5
1186,2566,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,4.0
1187,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,1.1
1188,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.021
1189,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,4.53
1190,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1191,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1192,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,20.0
1193,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.0
1194,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1195,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.205
1196,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1197,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,98.97
1198,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,739.838
1199,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0
1200,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1201,2566,มิถุนายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1202,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,15.044
1203,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1204,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1205,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1206,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,34.37
1207,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,33.0
1208,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
1209,2566,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,50.0
1210,2566,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,263.193
1211,2566,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,375.627
1212,2566,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0
1213,2566,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1214,2566,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1215,2566,มิถุนายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,3.5
1216,2566,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,5.15
1217,2566,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,836.549
1218,2566,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1219,2566,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1220,2566,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,150.0
1221,2566,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1222,2566,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0
1223,2566,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1224,2566,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,4.0
1225,2566,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,2.925
1226,2566,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.12
1227,2566,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,2.098
1228,2566,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,40.256
1229,2566,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,1.0
1230,2566,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,3.0
1231,2566,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,1.4
1232,2566,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.031
1233,2566,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,50.0
1234,2566,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,30.0
1235,2566,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1236,2566,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,16.0
1237,2566,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.0
1238,2566,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1239,2566,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.187
1240,2566,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1241,2566,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,85.2
1242,2566,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,716.441
1243,2566,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0
1244,2566,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1245,2566,กรกฎาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,44.78
1246,2566,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,15.546
1247,2566,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1248,2566,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1249,2566,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1250,2566,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,34.37
1251,2566,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,35.0
1252,2566,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
1253,2566,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,50.0
1254,2566,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,254.451
1255,2566,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,0.0
1256,2566,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,9.0
1257,2566,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1258,2566,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1259,2566,กรกฎาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,3.5
1260,2566,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,4.15
1261,2566,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,611.79
1262,2566,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1263,2566,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1264,2566,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,150.0
1265,2566,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1266,2566,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0
1267,2566,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1268,2566,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.8
1269,2566,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,3.195
1270,2566,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.12
1271,2566,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,2.58
1272,2566,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,31.521
1273,2566,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,1.0
1274,2566,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.002
1275,2566,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,0.7
1276,2566,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.022
1277,2566,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,50.0
1278,2566,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1279,2566,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1280,2566,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,18.0
1281,2566,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,2.0
1282,2566,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1283,2566,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.151
1284,2566,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1285,2566,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,91.59
1286,2566,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,696.501
1287,2566,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0
1288,2566,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1289,2566,สิงหาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,1.0
1290,2566,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,15.546
1291,2566,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1292,2566,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1293,2566,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1294,2566,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,34.37
1295,2566,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0
1296,2566,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
1297,2566,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,35.0
1298,2566,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,454.09
1299,2566,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,0.0
1300,2566,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0
1301,2566,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1302,2566,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1303,2566,สิงหาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,3.5
1304,2566,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,6.17
1305,2566,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,660.723
1306,2566,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1307,2566,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1308,2566,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,150.0
1309,2566,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1310,2566,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,10.0
1311,2566,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1312,2566,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,593.07
1313,2566,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,3.225
1314,2566,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.3
1315,2566,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,2.6
1316,2566,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,26.902
1317,2566,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,1.5
1318,2566,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,3.0
1319,2566,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,1.2
1320,2566,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.018
1321,2566,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,50.0
1322,2566,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1323,2566,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,1.0
1324,2566,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,19.0
1325,2566,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,2.0
1326,2566,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1327,2566,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.116
1328,2566,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1329,2566,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,90.84
1330,2566,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,709.39
1331,2566,สิงหาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0
1332,2566,สิงหาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1333,2566,กันยายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.01
1334,2566,กันยายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,15.045
1335,2566,กันยายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1336,2566,กันยายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1337,2566,กันยายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1338,2566,กันยายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,34.37
1339,2566,กันยายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0
1340,2566,กันยายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
1341,2566,กันยายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,47.0
1342,2566,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,443.04
1343,2566,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,0.0
1344,2566,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,10.0
1345,2566,กันยายน,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0
1346,2566,กันยายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1347,2566,กันยายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,3.5
1348,2566,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,6.15
1349,2566,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,544.104
1350,2566,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1351,2566,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1352,2566,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,120.0
1353,2566,กันยายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,3.0
1354,2566,กันยายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,10.0
1355,2566,กันยายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
