,ปี,เดือน,จังหวัด,อำเภอ,อปท,ขยะอินทรีย์ลงถัง(ตัน)
379,2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.5
380,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,22.0
381,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,232.98
382,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,3.0
383,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,3.0
384,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,10.0
385,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,57.18
386,2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3899.0
387,2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,663.57
388,2564,มีนาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,30.0
389,2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,57.0
390,2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
391,2564,มีนาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,500.0
392,2564,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,273.12
393,2564,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,852.11
394,2564,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,195.55
395,2564,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,95.0
396,2564,มีนาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,2.5
397,2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,470.58
398,2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,718.46
399,2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,512.35
400,2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,110.0
401,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.5
402,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.77
403,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,159.03
404,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,136.53
405,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,27.5
406,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,4.5
407,2564,มีนาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,1.5
408,2564,มีนาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.5
409,2564,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,18.0
410,2564,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,323.5
411,2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,3.0
412,2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,3.0
413,2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,31.0
414,2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,72.37
415,2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,4050.0
416,2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,604.05
417,2564,เมษายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,40.6
418,2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,69.0
419,2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
420,2564,เมษายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,400.0
421,2564,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,264.86
422,2564,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1043.03
423,2564,เมษายน,นนทบุรี,บางกรวย,อบต.บางขนุน,189.25
424,2564,เมษายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,85.0
425,2564,เมษายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,2.25
426,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,662.44
427,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,571.95
428,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,492.28
429,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,150.0
430,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.0
431,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.81
432,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,145.81
433,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,131.06
434,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,29.54
435,2564,เมษายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.2
436,2564,เมษายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.5
437,2564,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,19.0
438,2564,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,293.71
439,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,3.0
440,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,3.0
441,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,61.25
442,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,64.56
443,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3334.0
444,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,17.0
445,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,757.1
446,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,30.0
447,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,66.0
448,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
449,2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,500.0
450,2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,261.0
451,2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,852.11
452,2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,197.06
453,2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,89.0
454,2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,2.75
455,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,623.59
456,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,547.59
457,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,493.52
458,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,110.0
459,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.5
460,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.74
461,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,138.77
462,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,129.04
463,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,25.23
464,2564,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.5
465,2564,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.5
466,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,22.0
467,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,256.42
468,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,2.0
469,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,3.0
470,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,46.5
471,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,54.23
472,2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3198.0
473,2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,763.4
474,2564,มิถุนายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,39.27
475,2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,63.0
476,2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
477,2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,500.0
478,2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,248.97
479,2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1009.0
480,2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขนุน,190.61
481,2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,89.0
482,2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,2.69
483,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,611.7
484,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,629.54
485,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,469.29
486,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,100.0
487,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,4.5
488,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.81
489,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,127.1
490,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,127.03
491,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,25.23
492,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,3.3
493,2564,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.5
494,2564,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.5
495,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,18.0
496,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,248.46
497,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,3.0
498,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,3.0
499,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,55.0
500,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,57.25
501,2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,2922.39
502,2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,728.17
503,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,39.27
504,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,65.0
505,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
506,2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,500.0
507,2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,261.0
508,2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1009.0
509,2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,183.98
510,2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,89.0
511,2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,2.7
512,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,590.69
513,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,539.46
514,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,481.13
515,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,140.0
516,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.5
517,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.74
518,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,130.75
519,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,250.0
520,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,21.3
521,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.18
522,2564,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.5
523,2564,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.5
524,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,18.0
525,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,246.13
526,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,3.0
527,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,3.0
528,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,48.25
529,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,56.55
530,2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3111.0
531,2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,762.24
532,2564,สิงหาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,39.27
533,2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,68.0
534,2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,100.0
535,2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,300.0
536,2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,179.88
537,2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1009.0
538,2564,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,183.56
539,2564,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,89.0
540,2564,สิงหาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,2.92
541,2564,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,602.34
542,2564,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,632.18
543,2564,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,400.0
544,2564,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,100.0
545,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,4.0
546,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.62
547,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,137.12
548,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,250.0
549,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,28.0
550,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2.31
551,2564,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.5
552,2564,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,5.9
553,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,18.0
554,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,263.5
555,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,1.0
556,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,3.0
557,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,75.25
558,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,60.07
559,2564,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3422.0
560,2564,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,769.56
561,2564,กันยายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,41.7
562,2564,กันยายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,67.0
563,2564,กันยายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,80.0
564,2564,กันยายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,500.0
565,2564,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,266.71
566,2564,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,20.0
567,2564,กันยายน,นนทบุรี,บางกรวย,อบต.บางขนุน,195.71
568,2564,กันยายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,397.67
569,2564,กันยายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,2.75
570,2564,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,622.77
571,2564,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,627.53
572,2564,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,469.37
573,2564,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,130.0
574,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.0
575,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.81
576,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,131.51
577,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,250.7
578,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,20.0
579,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,2.42
580,2564,กันยายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.3
581,2564,กันยายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.5
582,2564,กันยายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,18.0
583,2564,กันยายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,264.11
584,2564,กันยายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,2.0
585,2564,กันยายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,3.0
586,2564,กันยายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,32.5
587,2564,กันยายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,57.18
588,2564,กันยายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3365.0
589,2564,กันยายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,744.5
590,2564,ตุลาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,64.0
591,2564,ตุลาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,641.06
592,2564,ตุลาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,100.0
593,2564,ตุลาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,450.0
594,2564,ตุลาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,264.32
595,2564,ตุลาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,65.19
596,2564,ตุลาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,200.22
597,2564,ตุลาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,90.0
598,2564,ตุลาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,2.15
599,2564,ตุลาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,624.7
600,2564,ตุลาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,568.54
601,2564,ตุลาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,482.47
602,2564,ตุลาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,180.0
603,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.5
604,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.85
605,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,150.77
606,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,248.51
607,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,27.0
608,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,8.33
609,2564,ตุลาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.2
610,2564,ตุลาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.5
611,2564,ตุลาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,18.0
612,2564,ตุลาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,296.51
613,2564,ตุลาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,3.0
614,2564,ตุลาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,3.0
615,2564,ตุลาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,74.75
616,2564,ตุลาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3918.0
617,2564,ตุลาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,758.94
618,2564,พฤศจิกายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,39.72
619,2564,พฤศจิกายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,65.0
620,2564,พฤศจิกายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,572.84
621,2564,พฤศจิกายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,100.0
622,2564,พฤศจิกายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,300.0
623,2564,พฤศจิกายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,250.0
624,2564,พฤศจิกายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,929.06
625,2564,พฤศจิกายน,นนทบุรี,บางกรวย,อบต.บางขนุน,178.96
626,2564,พฤศจิกายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,80.0
627,2564,พฤศจิกายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,2.25
628,2564,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,607.55
629,2564,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,469.35
630,2564,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,454.94
631,2564,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,150.0
632,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.0
633,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.8
634,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,151.85
635,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,233.04
636,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,27.5
637,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.13
638,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,1.5
639,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.5
640,2564,พฤศจิกายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,18.0
641,2564,พฤศจิกายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,273.57
642,2564,พฤศจิกายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,3.0
643,2564,พฤศจิกายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,3.0
644,2564,พฤศจิกายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,71.46
645,2564,พฤศจิกายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3636.0
646,2564,พฤศจิกายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,709.21
647,2564,ธันวาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,39.27
648,2564,ธันวาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,68.0
649,2564,ธันวาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,30.0
650,2564,ธันวาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,100.0
651,2564,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,590.0
652,2564,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,272.21
653,2564,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,1009.0
654,2564,ธันวาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,182.47
655,2564,ธันวาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,100.0
