,ปี,เดือน,จังหวัด,อำเภอ,อปท,ขยะรีไซเคิลลงถัง(ตัน)
1061,2565,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,131.19
1062,2565,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,2.4
1063,2565,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,184.38
1064,2565,ธันวาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,113.57
1065,2565,ธันวาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,200.0
1066,2565,ธันวาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,8.39
1067,2565,ธันวาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,306.8
1068,2565,ธันวาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,54.0
1069,2565,ธันวาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,2.0
1070,2565,ธันวาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,5.0
1071,2565,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.5
1072,2565,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,1.21
1073,2565,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,0.48
1074,2565,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,126.54
1075,2565,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,36.36
1076,2565,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,120.81
1077,2565,ธันวาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.23
1078,2565,ธันวาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,2.5
1079,2565,ธันวาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,600.0
1080,2565,ธันวาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,125.95
1081,2565,ธันวาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,6.0
1082,2565,ธันวาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,5.0
1083,2565,ธันวาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,98.25
1084,2565,ธันวาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.01
1085,2565,ธันวาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3220.22
1086,2565,ธันวาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,18.0
1087,2565,ธันวาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,348.3
1088,2566,มกราคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1089,2566,มกราคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.288
1090,2566,มกราคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1091,2566,มกราคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1092,2566,มกราคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1093,2566,มกราคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,10.0
1094,2566,มกราคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,10.0
1095,2566,มกราคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,20.0
1096,2566,มกราคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,50.0
1097,2566,มกราคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,2.4
1098,2566,มกราคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,248.736
1099,2566,มกราคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,6.0
1100,2566,มกราคม,นนทบุรี,บางกรวย,อบต.บางขนุน,107.93
1101,2566,มกราคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1102,2566,มกราคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,10.165
1103,2566,มกราคม,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,258.29
1104,2566,มกราคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,332.228
1105,2566,มกราคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1106,2566,มกราคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1107,2566,มกราคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,100.0
1108,2566,มกราคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1109,2566,มกราคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0
1110,2566,มกราคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1111,2566,มกราคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.0
1112,2566,มกราคม,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,136.799
1113,2566,มกราคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,1.01
1114,2566,มกราคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,2.448
1115,2566,มกราคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,17.521
1116,2566,มกราคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0
1117,2566,มกราคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,9.0
1118,2566,มกราคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,700.0
1119,2566,มกราคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.081
1120,2566,มกราคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,6.0
1121,2566,มกราคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,3.0
1122,2566,มกราคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,2.0
1123,2566,มกราคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,27.0
1124,2566,มกราคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.0
1125,2566,มกราคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1126,2566,มกราคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.784
1127,2566,มกราคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1128,2566,มกราคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,37.8
1129,2566,มกราคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,370.294
1130,2566,มกราคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,1.586
1131,2566,มกราคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,2.0
1132,2566,กุมภาพันธ์,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1133,2566,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.234
1134,2566,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1135,2566,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1136,2566,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,10.0
1137,2566,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,10.0
1138,2566,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,8.0
1139,2566,กุมภาพันธ์,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,20.0
1140,2566,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,22.603
1141,2566,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.358
1142,2566,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,303.192
1143,2566,กุมภาพันธ์,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,18.0
1144,2566,กุมภาพันธ์,นนทบุรี,บางกรวย,อบต.บางขนุน,95.29
1145,2566,กุมภาพันธ์,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1146,2566,กุมภาพันธ์,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,10.265
1147,2566,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,253.0
1148,2566,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,395.57
1149,2566,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1150,2566,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1151,2566,กุมภาพันธ์,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,20.0
1152,2566,กุมภาพันธ์,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1153,2566,กุมภาพันธ์,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0
1154,2566,กุมภาพันธ์,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1155,2566,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.0
1156,2566,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,117.351
1157,2566,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.96
1158,2566,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,2.48
1159,2566,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,11.526
1160,2566,กุมภาพันธ์,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.23
1161,2566,กุมภาพันธ์,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,9.0
1162,2566,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,600.0
1163,2566,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.182
1164,2566,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,7.535
1165,2566,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,10.0
1166,2566,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,2.0
1167,2566,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,18.0
1168,2566,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.0
1169,2566,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1170,2566,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,1.136
1171,2566,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1172,2566,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,20.92
1173,2566,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,326.665
1174,2566,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,1.422
1175,2566,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1176,2566,มีนาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1177,2566,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.208
1178,2566,มีนาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1179,2566,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1180,2566,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1181,2566,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,10.0
1182,2566,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,14.0
1183,2566,มีนาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,20.0
1184,2566,มีนาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,50.0
1185,2566,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.211
1186,2566,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,274.844
1187,2566,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,23.66
1188,2566,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,1.541
1189,2566,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1190,2566,มีนาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,10.706
1191,2566,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,246.5
1192,2566,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,431.148
1193,2566,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1194,2566,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1195,2566,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,50.0
1196,2566,มีนาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1197,2566,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0
1198,2566,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1199,2566,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.0
1200,2566,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,130.469
1201,2566,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.56
1202,2566,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,2.48
1203,2566,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,12.356
1204,2566,มีนาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,1.0
1205,2566,มีนาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,5.0
1206,2566,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,700.0
1207,2566,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.028
1208,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,5.563
1209,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,3.0
1210,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,2.0
1211,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,18.0
1212,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.1
1213,2566,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1214,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,1.083
1215,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1216,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,38.77
1217,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,355.794
1218,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,1.582
1219,2566,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1220,2566,เมษายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1221,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,15.045
1222,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1223,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1224,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1225,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,44.37
1226,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,34.663
1227,2566,เมษายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,100.0
1228,2566,เมษายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,120.0
1229,2566,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,228.106
1230,2566,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,752.515
1231,2566,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,36.0
1232,2566,เมษายน,นนทบุรี,บางกรวย,อบต.บางขนุน,1.272
1233,2566,เมษายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1234,2566,เมษายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,14.443
1235,2566,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,222.83
1236,2566,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,1077.87
1237,2566,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1238,2566,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1239,2566,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,210.0
1240,2566,เมษายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1241,2566,เมษายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0
1242,2566,เมษายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1243,2566,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,5.0
1244,2566,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,127.16
1245,2566,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,1.2
1246,2566,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,4.05
1247,2566,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,12684.64
1248,2566,เมษายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,2.3
1249,2566,เมษายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,14.0
1250,2566,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,703.25
1251,2566,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.097
1252,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,7.302
1253,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,13.0
1254,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,3.0
1255,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,52.612
1256,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.0
1257,2566,เมษายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1258,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.355
1259,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1260,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,105.12
1261,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,1050.12
1262,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,3.056
1263,2566,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,2.0
1264,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1265,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.263
1266,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1267,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1268,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1269,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,10.0
1270,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,11.0
1271,2566,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,20.0
1272,2566,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,30.0
1273,2566,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.659
1274,2566,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,236.532
1275,2566,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,10.0
1276,2566,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,1.214
1277,2566,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1278,2566,พฤษภาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,10.887
1279,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,54.0
1280,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,438.876
1281,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1282,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1283,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,100.0
1284,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,29.0
1285,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0
1286,2566,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1287,2566,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.0
1288,2566,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,130.292
1289,2566,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.87
1290,2566,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,2.48
1291,2566,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,21.256
1292,2566,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.23
1293,2566,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,9.0
1294,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,700.0
1295,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.041
1296,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,3.5
1297,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,3.0
1298,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,2.0
1299,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,15.0
1300,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.0
1301,2566,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0
1302,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,1.152
1303,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0
1304,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,32.99
1305,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,388.113
1306,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,2.39
1307,2566,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,1.0
1308,2566,มิถุนายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0
1309,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.239
1310,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0
1311,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0
1312,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0
1313,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,10.0
1314,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,11.0
1315,2566,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,20.0
1316,2566,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,45.973
1317,2566,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.936
1318,2566,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,250.418
1319,2566,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,18.0
1320,2566,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขนุน,1.366
1321,2566,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0
1322,2566,มิถุนายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,11.481
1323,2566,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลนครบางบัวทอง,108.205
1324,2566,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,418.274
1325,2566,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0
1326,2566,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0
1327,2566,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,50.0
1328,2566,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0
1329,2566,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0
1330,2566,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0
1331,2566,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,6.0
1332,2566,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองเสาธงหิน,125.797
1333,2566,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,1.03
1334,2566,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,4.896
1335,2566,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,14.254
1336,2566,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,2.0
