,ปี,เดือน,จังหวัด,อำเภอ,อปท,ขยะรีไซเคิลลงถัง(ตัน)
484,2564,เมษายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,7.83
485,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,331.22
486,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,221.48
487,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,484.07
488,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,50.0
489,2564,เมษายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,5.0
490,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,4.5
491,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,2.18
492,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,364.52
493,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,30.58
494,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,69.0
495,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,161.77
496,2564,เมษายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,1.0
497,2564,เมษายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,1.0
498,2564,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,900.0
499,2564,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,137.67
500,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,5.0
501,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,5.0
502,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,90.5
503,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,30.26
504,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3403.77
505,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,17.0
506,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,397.17
507,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.99
508,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,20.0
509,2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,350.0
510,2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,4.99
511,2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,783.94
512,2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,4.0
513,2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,118.24
514,2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,180.0
515,2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,8.15
516,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,311.79
517,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,218.26
518,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,485.3
519,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,50.0
520,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,5.0
521,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,5.0
522,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,1.98
523,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,346.93
524,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,30.11
525,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,42.32
526,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,117.31
527,2564,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.23
528,2564,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,1.5
529,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,800.0
530,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,120.2
531,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,6.0
532,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,5.0
533,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,36.25
534,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,25.42
535,2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3404.58
536,2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,15.0
537,2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,400.47
538,2564,มิถุนายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,6.04
539,2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.95
540,2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,20.0
541,2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,337.73
542,2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,4.48
543,2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,588.58
544,2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,2.6
545,2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขนุน,114.37
546,2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,200.0
547,2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,8.32
548,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,305.85
549,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,253.76
550,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,461.47
551,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,40.0
552,2564,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.34
553,2564,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,5.0
554,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,4.0
555,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,2.32
556,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,317.76
557,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,29.64
558,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,38.3
559,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,121.8
560,2564,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.23
561,2564,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.2
562,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,700.0
563,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,116.47
564,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,4.0
565,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,5.0
566,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,70.5
567,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,26.84
568,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.5
569,2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3261.87
570,2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,15.0
571,2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,381.99
572,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,6.04
573,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.97
574,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,20.0
575,2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,237.0
576,2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,2.4
577,2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,588.58
578,2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,3.5
579,2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,110.39
580,2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,180.0
581,2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,8.45
582,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,295.34
583,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,234.22
584,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,473.12
585,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,10.0
586,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,5.0
587,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,2.0
588,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,2.18
589,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,326.88
590,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,110.0
591,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,51.39
592,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,128.01
593,2564,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.23
594,2564,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.1
595,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,700.0
596,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,115.37
597,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,5.0
598,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,5.0
599,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,125.15
600,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,26.51
601,2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3301.8
602,2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,16.0
603,2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,399.87
604,2564,สิงหาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,6.04
605,2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,1.02
606,2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,15.0
607,2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,363.71
608,2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,2.0
609,2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,588.58
610,2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,3.5
611,2564,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,110.14
612,2564,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,200.0
613,2564,สิงหาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,8.47
614,2564,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,301.17
615,2564,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,273.64
616,2564,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,450.0
617,2564,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,2.0
618,2564,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,5.0
619,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,2.5
620,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,1.89
621,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,342.79
622,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,110.0
623,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,53.33
624,2564,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,150.12
625,2564,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.23
626,2564,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,8.0
627,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,700.0
628,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,123.51
629,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,6.0
630,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,5.0
631,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,103.5
632,2564,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,28.16
633,2564,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3332.65
634,2564,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,16.0
635,2564,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,403.7
636,2564,กันยายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.2
637,2564,กันยายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,1.01
638,2564,กันยายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,20.0
639,2564,กันยายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,237.73
640,2564,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,2.4
641,2564,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,20.0
642,2564,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,3.0
643,2564,กันยายน,นนทบุรี,บางกรวย,อบต.บางขนุน,117.43
644,2564,กันยายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,180.0
645,2564,กันยายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,8.34
646,2564,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,311.39
647,2564,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,170.44
648,2564,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,461.54
649,2564,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,60.0
650,2564,กันยายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,5.0
651,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.0
652,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,2.32
653,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,328.77
654,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,125.35
655,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,87.0
656,2564,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,158.26
657,2564,กันยายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.5
658,2564,กันยายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,1.5
659,2564,กันยายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,700.0
660,2564,กันยายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,123.8
661,2564,กันยายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,5.0
662,2564,กันยายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,6.0
663,2564,กันยายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,88.25
664,2564,กันยายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,26.8
665,2564,กันยายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3376.09
666,2564,กันยายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,15.0
667,2564,กันยายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,390.56
668,2564,ตุลาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.95
669,2564,ตุลาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,12.0
670,2564,ตุลาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,20.0
671,2564,ตุลาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,416.0
672,2564,ตุลาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,2.2
673,2564,ตุลาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,48.89
674,2564,ตุลาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,4.0
675,2564,ตุลาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,120.13
676,2564,ตุลาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,160.0
677,2564,ตุลาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,7.27
678,2564,ตุลาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,312.35
679,2564,ตุลาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,225.84
680,2564,ตุลาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,474.42
681,2564,ตุลาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,50.0
682,2564,ตุลาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,3.29
683,2564,ตุลาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,4.0
684,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,4.0
685,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,2.15
686,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,376.91
687,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,124.26
688,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,42.32
689,2564,ตุลาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,174.27
690,2564,ตุลาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,1.0
691,2564,ตุลาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,1.0
692,2564,ตุลาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,900.0
693,2564,ตุลาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,138.99
694,2564,ตุลาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,5.0
695,2564,ตุลาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,6.0
696,2564,ตุลาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,35.04
697,2564,ตุลาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3466.14
698,2564,ตุลาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,14.0
699,2564,ตุลาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,398.13
700,2564,ตุลาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,58.0
701,2564,พฤศจิกายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.11
702,2564,พฤศจิกายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.97
703,2564,พฤศจิกายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,11.0
704,2564,พฤศจิกายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,15.0
705,2564,พฤศจิกายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,275.93
706,2564,พฤศจิกายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,2.9
707,2564,พฤศจิกายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,541.95
708,2564,พฤศจิกายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,2.5
709,2564,พฤศจิกายน,นนทบุรี,บางกรวย,อบต.บางขนุน,107.38
710,2564,พฤศจิกายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,100.0
711,2564,พฤศจิกายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,8.19
712,2564,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,303.78
713,2564,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,219.45
714,2564,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,447.35
715,2564,พฤศจิกายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,2.0
716,2564,พฤศจิกายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,3.63
717,2564,พฤศจิกายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,5.0
718,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,3.5
719,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,2.45
720,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,379.63
721,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,116.52
722,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,52.31
723,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,166.2
724,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,2.0
725,2564,พฤศจิกายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,1.0
726,2564,พฤศจิกายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,900.0
727,2564,พฤศจิกายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,128.24
728,2564,พฤศจิกายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,5.0
729,2564,พฤศจิกายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,5.0
730,2564,พฤศจิกายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,33.5
731,2564,พฤศจิกายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,3371.62
732,2564,พฤศจิกายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,13.0
733,2564,พฤศจิกายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,372.05
734,2564,พฤศจิกายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,83.0
735,2564,ธันวาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,6.04
736,2564,ธันวาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,1.02
737,2564,ธันวาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,40.0
738,2564,ธันวาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,15.0
739,2564,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,322.47
740,2564,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,1.1
741,2564,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,588.58
742,2564,ธันวาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,3.0
743,2564,ธันวาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,109.48
744,2564,ธันวาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,120.0
745,2564,ธันวาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,8.36
746,2564,ธันวาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,299.94
747,2564,ธันวาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,256.29
748,2564,ธันวาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,466.53
749,2564,ธันวาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,10.0
750,2564,ธันวาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,3.02
751,2564,ธันวาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,5.0
752,2564,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,4.0
753,2564,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,2.34
754,2564,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,406.31
755,2564,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,110.0
756,2564,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,53.33
757,2564,ธันวาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,161.69
758,2564,ธันวาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.23
759,2564,ธันวาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,1.0
760,2564,ธันวาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,900.0
