,ปี,เดือน,จังหวัด,อำเภอ,อปท,ขยะติดเชื้อ (ตัน),ขยะกำจัดถูกต้อง(ตัน)
607,2564,กุมภาพันธ์,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0,0.0
608,2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0,0.0
609,2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.0,0.0
610,2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,20.0,20.0
611,2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
612,2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,0.0,0.0
613,2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
614,2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
615,2564,กุมภาพันธ์,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.0,0.0
616,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,22.357,22.357
617,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.013,0.013
618,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
619,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
620,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
621,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,0.009,0.009
622,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.003,0.0
623,2564,กุมภาพันธ์,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
624,2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.0,0.0
625,2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
626,2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,0.06,0.06
627,2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,0.0,0.0
628,2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0,0.0
629,2564,กุมภาพันธ์,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0,0.0
630,2564,มีนาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0,0.0
631,2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.0,0.0
632,2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0,0.0
633,2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.02,0.02
634,2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0,0.0
635,2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0,0.0
636,2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0,0.0
637,2564,มีนาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,0.06,0.06
638,2564,มีนาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,0.0,0.0
639,2564,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.094,0.094
640,2564,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,0.192,0.192
641,2564,มีนาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0,0.0
642,2564,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.1,0.1
643,2564,มีนาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0,0.0
644,2564,มีนาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,0.0,0.0
645,2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,0.0,0.0
646,2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2.46,2.46
647,2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0,0.0
648,2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0,0.0
649,2564,มีนาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,0.25,0.25
650,2564,มีนาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0,0.0
651,2564,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0,0.0
652,2564,มีนาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0,0.0
653,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0,0.0
654,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.0,0.0
655,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,20.0,20.0
656,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
657,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,0.0,0.0
658,2564,มีนาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
659,2564,มีนาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
660,2564,มีนาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.0,0.0
661,2564,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,25.093,25.093
662,2564,มีนาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.02,0.02
663,2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
664,2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
665,2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
666,2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,0.012,0.012
667,2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.001,0.001
668,2564,มีนาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
669,2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,79145.7,79145.7
670,2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
671,2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,0.08,0.08
672,2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,0.0,0.0
673,2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0,0.0
674,2564,มีนาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0,0.0
675,2564,เมษายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0,0.0
676,2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.0,0.0
677,2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0,0.0
678,2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.02,0.02
679,2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0,0.0
680,2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0,0.0
681,2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0,0.0
682,2564,เมษายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,0.06,0.06
683,2564,เมษายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,0.0,0.0
684,2564,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.094,0.094
685,2564,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,0.167,0.167
686,2564,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0,0.0
687,2564,เมษายน,นนทบุรี,บางกรวย,อบต.บางขนุน,0.1,0.1
688,2564,เมษายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0,0.0
689,2564,เมษายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,0.0,0.0
690,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,0.0,0.0
691,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2.41,2.41
692,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0,0.0
693,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0,0.0
694,2564,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,0.25,0.25
695,2564,เมษายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0,0.0
696,2564,เมษายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0,0.0
697,2564,เมษายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0,0.0
698,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0,0.0
699,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.0,0.0
700,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,20.0,20.0
701,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
702,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,0.0,0.0
703,2564,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
704,2564,เมษายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
705,2564,เมษายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.0,0.0
706,2564,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,28.567,28.567
707,2564,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.015,0.015
708,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
709,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
710,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
711,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,0.6,0.6
712,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.005,0.005
713,2564,เมษายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
714,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.0,0.0
715,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
716,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,0.09,0.09
717,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,0.0,0.0
718,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0,0.0
719,2564,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0,0.0
720,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0,0.0
721,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.0,0.0
722,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0,0.0
723,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.04,0.04
724,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0,0.0
725,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0,0.0
726,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0,0.0
727,2564,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,0.06,0.06
728,2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,0.0,0.0
729,2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.094,0.094
730,2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,0.192,0.192
731,2564,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0,0.0
732,2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.1,0.1
733,2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,98598.75,0.0
734,2564,พฤษภาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,0.0,0.0
735,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,0.0,0.0
736,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2.38,2.38
737,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0,0.0
738,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0,0.0
739,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,0.5,0.5
740,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0,0.0
741,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0,0.0
742,2564,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0,0.0
743,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0,0.0
744,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.0,0.0
745,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,15.0,15.0
746,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
747,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,0.0,0.0
748,2564,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
749,2564,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
750,2564,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.0,0.0
751,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,33.429,33.429
752,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.033,0.033
753,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
754,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
755,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
756,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,0.09,0.09
757,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.005,0.005
758,2564,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
759,2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.0,0.0
760,2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
761,2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,0.08,0.08
762,2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,0.0,0.0
763,2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0,0.0
764,2564,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0,0.0
765,2564,มิถุนายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0,0.0
766,2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.0,0.0
767,2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0,0.0
768,2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.04,0.04
769,2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0,0.0
770,2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0,0.0
771,2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0,0.0
772,2564,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,0.06,0.06
773,2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,0.0,0.0
774,2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.094,0.094
775,2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,0.178,0.178
776,2564,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0,0.0
777,2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขนุน,0.1,0.1
778,2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,623.98,0.0
779,2564,มิถุนายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,0.0,0.0
780,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,0.0,0.0
781,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2.58,2.58
782,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0,0.0
783,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0,0.0
784,2564,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,0.25,0.25
785,2564,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0,0.0
786,2564,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0,0.0
787,2564,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0,0.0
788,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0,0.0
789,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.0,0.0
790,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,20.0,20.0
791,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
792,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,0.0,0.0
793,2564,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
794,2564,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
795,2564,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.0,0.0
796,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,32.578,32.578
797,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.016,0.016
798,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
799,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
800,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
801,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,0.6,0.6
802,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.005,0.005
803,2564,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
804,2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.0,0.0
805,2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
806,2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,0.09,0.09
807,2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,0.0,0.0
808,2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0,0.0
809,2564,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0,0.0
810,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0,0.0
811,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.0,0.0
812,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0,0.0
813,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.04,0.04
814,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0,0.0
815,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0,0.0
816,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0,0.0
817,2564,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,0.06,0.06
818,2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,0.0,0.0
819,2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.094,0.094
820,2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,0.178,0.178
821,2564,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0,0.0
822,2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0,0.0
823,2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,623.98,0.0
824,2564,กรกฎาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,0.0,0.0
825,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,0.0,0.0
826,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2.53,2.53
827,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0,0.0
828,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0,0.0
829,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,10.0,10.0
830,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0,0.0
831,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0,0.0
832,2564,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0,0.0
833,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0,0.0
834,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.0,0.0
835,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,20.0,20.0
836,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
837,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,0.0,0.0
838,2564,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
839,2564,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
840,2564,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.0,0.0
841,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,45.669,45.669
842,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.01,0.01
843,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
844,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
845,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
846,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,1.0,1.0
847,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.012,0.012
848,2564,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
849,2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,0.0,0.0
850,2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
851,2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,0.07,0.07
852,2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,0.0,0.0
853,2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0,0.0
854,2564,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0,0.0
855,2564,สิงหาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0,0.0
856,2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.2,0.2
857,2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0,0.0
858,2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.02,0.02
859,2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0,0.0
860,2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0,0.0
861,2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0,0.0
862,2564,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,0.06,0.06
863,2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,0.0,0.0
864,2564,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.43,0.43
