,ปี,เดือน,จังหวัด,อำเภอ,อปท,ขยะติดเชื้อ (ตัน),ขยะกำจัดถูกต้อง(ตัน)
1225,2565,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,8.213,8.213
1226,2565,เมษายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0,0.0
1227,2565,เมษายน,นนทบุรี,บางกรวย,อบต.บางขนุน,0.01,0.01
1228,2565,เมษายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0,0.0
1229,2565,เมษายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,0.5,0.5
1230,2565,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,0.0,0.0
1231,2565,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2.4,2.4
1232,2565,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0,0.0
1233,2565,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0,0.0
1234,2565,เมษายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,20.0,20.0
1235,2565,เมษายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0,0.0
1236,2565,เมษายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0,0.0
1237,2565,เมษายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0,0.0
1238,2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,14.0,14.0
1239,2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.015,0.015
1240,2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,20.0,20.0
1241,2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
1242,2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,0.0,0.0
1243,2565,เมษายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
1244,2565,เมษายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
1245,2565,เมษายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.008,0.008
1246,2565,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,36.541,36.541
1247,2565,เมษายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.015,0.015
1248,2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
1249,2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
1250,2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
1251,2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,0.01,0.01
1252,2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.05,0.05
1253,2565,เมษายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
1254,2565,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,90.78,90.78
1255,2565,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
1256,2565,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,0.0,0.0
1257,2565,เมษายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,0.0,0.0
1258,2565,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0,0.0
1259,2565,เมษายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0,0.0
1260,2565,พฤษภาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0,0.0
1261,2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.0,0.0
1262,2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0,0.0
1263,2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.15,0.15
1264,2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0,0.0
1265,2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0,0.0
1266,2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0,0.0
1267,2565,พฤษภาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,0.06,0.06
1268,2565,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,0.0,0.0
1269,2565,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.094,0.094
1270,2565,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,7.9,7.9
1271,2565,พฤษภาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0,0.0
1272,2565,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.02,0.02
1273,2565,พฤษภาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0,0.0
1274,2565,พฤษภาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,0.5,0.5
1275,2565,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,0.0,0.0
1276,2565,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2.72,2.72
1277,2565,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0,0.0
1278,2565,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0,0.0
1279,2565,พฤษภาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,5.0,5.0
1280,2565,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0,0.0
1281,2565,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0,0.0
1282,2565,พฤษภาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0,0.0
1283,2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0,0.0
1284,2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.0,0.0
1285,2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,20.0,20.0
1286,2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
1287,2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,0.0,0.0
1288,2565,พฤษภาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
1289,2565,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
1290,2565,พฤษภาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.005,0.005
1291,2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,32.96,32.96
1292,2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.018,0.018
1293,2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
1294,2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
1295,2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
1296,2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,0.009,0.009
1297,2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.05,0.02
1298,2565,พฤษภาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
1299,2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,88.627,88.267
1300,2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
1301,2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,0.0,0.0
1302,2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,0.0,0.0
1303,2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0,0.0
1304,2565,พฤษภาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0,0.0
1305,2565,มิถุนายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0,0.0
1306,2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.0,0.0
1307,2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0,0.0
1308,2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,1.0,189.47
1309,2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0,0.0
1310,2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0,0.0
1311,2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0,0.0
1312,2565,มิถุนายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,0.06,0.06
1313,2565,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,0.0,0.0
1314,2565,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.094,0.094
1315,2565,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,7.88,7.88
1316,2565,มิถุนายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0,0.0
1317,2565,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขนุน,0.015,0.015
1318,2565,มิถุนายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0,0.0
1319,2565,มิถุนายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,0.0,0.5
1320,2565,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,0.0,0.0
1321,2565,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,3.1,3.1
1322,2565,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0,0.0
1323,2565,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0,0.0
1324,2565,มิถุนายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,10.0,0.25
1325,2565,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0,0.0
1326,2565,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0,0.0
1327,2565,มิถุนายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0,0.0
1328,2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0,0.0
1329,2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.0,0.0
1330,2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,15.0,15.0
1331,2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
1332,2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,0.0,0.0
1333,2565,มิถุนายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
1334,2565,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
1335,2565,มิถุนายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.0,0.0
1336,2565,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,28.211,28.211
1337,2565,มิถุนายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.01,0.01
1338,2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
1339,2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
1340,2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
1341,2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,0.012,0.012
1342,2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.05,0.02
1343,2565,มิถุนายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
1344,2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,128.03,128.03
1345,2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
1346,2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,0.0,0.0
1347,2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,0.0,0.0
1348,2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0,0.0
1349,2565,มิถุนายน,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0,0.0
1350,2565,กรกฎาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0,0.0
1351,2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.0,0.0
1352,2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0,0.0
1353,2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.4,0.4
1354,2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0,0.0
1355,2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0,0.0
1356,2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0,0.0
1357,2565,กรกฎาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,0.06,0.06
1358,2565,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,0.0,0.0
1359,2565,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.094,0.094
1360,2565,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,7.7,7.7
1361,2565,กรกฎาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0,0.0
1362,2565,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.01,0.01
1363,2565,กรกฎาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0,0.0
1364,2565,กรกฎาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,0.5,0.5
1365,2565,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,0.0,0.0
1366,2565,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2.56,2.56
1367,2565,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0,0.0
1368,2565,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0,0.0
1369,2565,กรกฎาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,25.0,10.0
1370,2565,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0,0.0
1371,2565,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0,0.0
1372,2565,กรกฎาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0,0.0
1373,2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0,0.0
1374,2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.0,0.0
1375,2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,15.0,15.0
1376,2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
1377,2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,0.0,0.0
1378,2565,กรกฎาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
1379,2565,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
1380,2565,กรกฎาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.005,0.005
1381,2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,29.072,29.072
1382,2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.009,0.009
1383,2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
1384,2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
1385,2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
1386,2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,0.01,0.01
1387,2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.05,0.02
1388,2565,กรกฎาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
1389,2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,86.196,86.196
1390,2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
1391,2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,0.0,0.0
1392,2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,0.0,0.0
1393,2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0,0.0
1394,2565,กรกฎาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0,0.0
1395,2565,สิงหาคม,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0,0.0
1396,2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.0,0.0
1397,2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0,0.0
1398,2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.1,0.1
1399,2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0,0.0
1400,2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0,0.0
1401,2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0,0.0
1402,2565,สิงหาคม,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,0.06,0.06
1403,2565,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,0.0,0.0
1404,2565,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.094,0.094
1405,2565,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลปลายบาง,5.12,5.12
1406,2565,สิงหาคม,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0,0.0
1407,2565,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขนุน,0.0,0.0
1408,2565,สิงหาคม,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0,0.0
1409,2565,สิงหาคม,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,0.5,0.5
1410,2565,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,0.0,0.0
1411,2565,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,0.0,0.0
1412,2565,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0,0.0
1413,2565,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0,0.0
1414,2565,สิงหาคม,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,0.0,0.0
1415,2565,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0,0.0
1416,2565,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0,0.0
1417,2565,สิงหาคม,นนทบุรี,บางบัวทอง,อบต.ลำโพ,0.0,0.0
1418,2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0,0.0
1419,2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.0,0.0
1420,2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,1.0,1.0
1421,2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
1422,2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลบ้านบางม่วง,0.0,0.0
1423,2565,สิงหาคม,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
1424,2565,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
1425,2565,สิงหาคม,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.005,0.005
1426,2565,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,32.766,32.766
1427,2565,สิงหาคม,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.021,0.021
1428,2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
1429,2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
1430,2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
1431,2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,0.019,0.019
1432,2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.05,0.05
1433,2565,สิงหาคม,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
1434,2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,71.078,71.078
1435,2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
1436,2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,0.0,0.0
1437,2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางศรีเมือง,0.0,0.0
1438,2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางไผ่,0.0,0.0
1439,2565,สิงหาคม,นนทบุรี,เมืองนนทบุรี,อบต.บางรักน้อย,0.0,0.0
1440,2565,กันยายน,นนทบุรี,ไทรน้อย,เทศบาลตำบลไทรน้อย,0.0,0.0
1441,2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.ขุนศรี,0.0,0.0
1442,2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.คลองขวาง,0.0,0.0
1443,2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.ทวีวัฒนา,0.0,0.0
1444,2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.ไทรน้อย,0.0,0.0
1445,2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.ไทรใหญ่,0.0,0.0
1446,2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.ราษฎร์นิยม,0.0,0.0
1447,2565,กันยายน,นนทบุรี,ไทรน้อย,อบต.หนองเพรางาย,0.06,0.06
1448,2565,กันยายน,นนทบุรี,บางกรวย,เทศบาลเมืองบางกรวย,0.0,0.0
1449,2565,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลบางสีทอง,0.094,0.094
1450,2565,กันยายน,นนทบุรี,บางกรวย,เทศบาลตำบลศาลากลาง,0.0,0.0
1451,2565,กันยายน,นนทบุรี,บางกรวย,อบต.บางขนุน,0.7,0.7
1452,2565,กันยายน,นนทบุรี,บางกรวย,อบต.บางขุนกอง,0.0,0.0
1453,2565,กันยายน,นนทบุรี,บางกรวย,อบต.มหาสวัสดิ์,0.5,0.5
1454,2565,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางคูรัด,0.0,0.0
1455,2565,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางบัวทอง,2.63,2.63
1456,2565,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองบางรักพัฒนา,0.0,0.0
1457,2565,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองพิมลราช,0.0,0.0
1458,2565,กันยายน,นนทบุรี,บางบัวทอง,เทศบาลเมืองใหม่บางบัวทอง,0.25,40.0
1459,2565,กันยายน,นนทบุรี,บางบัวทอง,อบต.บางรักใหญ่,0.0,0.0
1460,2565,กันยายน,นนทบุรี,บางบัวทอง,อบต.ละหาร,0.0,0.0
1461,2565,กันยายน,นนทบุรี,บางบัวทอง,อบต.ลำโพ,3.0,3.0
1462,2565,กันยายน,นนทบุรี,บางใหญ่,เทศบาลเมืองบางแม่นาง,0.0,0.0
1463,2565,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางม่วง,0.0,0.0
1464,2565,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางเลน,1.0,1.0
1465,2565,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลบางใหญ่,0.0,0.0
1466,2565,กันยายน,นนทบุรี,บางใหญ่,เทศบาลตำบลเสาธงหิน,0.0,0.0
1467,2565,กันยายน,นนทบุรี,บางใหญ่,อบต.บางใหญ่,0.0,0.0
1468,2565,กันยายน,นนทบุรี,บางใหญ่,อบต.บ้านใหม่,0.0,0.0
1469,2565,กันยายน,นนทบุรี,ปากเกร็ด,เทศบาลนครปากเกร็ด,29.72,29.72
1470,2565,กันยายน,นนทบุรี,ปากเกร็ด,เทศบาลตำบลบางพลับ,0.014,0.014
1471,2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.เกาะเกร็ด,0.0,0.0
1472,2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.คลองข่อย,0.0,0.0
1473,2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.คลองพระอุดม,0.0,0.0
1474,2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.ท่าอิฐ,0.01,0.01
1475,2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.บางตะไนย์,0.05,0.05
1476,2565,กันยายน,นนทบุรี,ปากเกร็ด,อบต.อ้อมเกร็ด,0.0,0.0
1477,2565,กันยายน,นนทบุรี,เมืองนนทบุรี,เทศบาลนครนนทบุรี,71.032,71.032
1478,2565,กันยายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองไทรม้า,0.0,0.0
1479,2565,กันยายน,นนทบุรี,เมืองนนทบุรี,เทศบาลเมืองบางกร่าง,1.0,1.0
